FMTNAME,START,LABEL
DRDIFDCD,53452200,"PASTRY, ITALIAN, W/ CHEESE (INCLUDE CANNOLI)"
DRDIFDCD,53452400,"PASTRY, PUFF"
DRDIFDCD,53452420,"PASTRY, PUFF, CUSTARD/CREAM FILLED, ICED/NOT ICED"
DRDIFDCD,53452450,CHEESE PASTRY PUFF
DRDIFDCD,53452500,"PASTRY, MAINLY  FLOUR & WATER, FRIED"
DRDIFDCD,53453150,"EMPANADA, MEXICAN TURNOVER, FRUIT-FILLED"
DRDIFDCD,53453170,"EMPANADA, MEXICAN TURNOVER, PUMPKIN"
DRDIFDCD,53500100,"BREAKFAST PASTRY, NFS"
DRDIFDCD,53510000,"DANISH PASTRY, PLAIN/SPICE (INCL W/ ICING)"
DRDIFDCD,53510100,"DANISH PASTRY, W/ FRUIT"
DRDIFDCD,53511000,"DANISH PASTRY, W/ CHEESE"
DRDIFDCD,53520000,"DOUGHNUT, NS AS TO CAKE OR YEAST"
DRDIFDCD,53520110,"DOUGHNUT, CAKE TYPE"
DRDIFDCD,53520120,"DOUGHNUT, CAKE TYPE, CHOCOLATE"
DRDIFDCD,53520140,"DOUGHNUT, CAKE TYPE, CHOCOLATE COVERED"
DRDIFDCD,53520150,"DOUGHNUT, CAKE TYPE, CHOCOLATE COVERED, W/ PEANUTS"
DRDIFDCD,53520160,"DOUGHNUT, CAKE TYPE, CHOCOLATE, W/ CHOCOLATE ICING"
DRDIFDCD,53520200,CHURROS (INCL MEXICAN CRUELLERS)
DRDIFDCD,53520600,"CRULLER, NFS"
DRDIFDCD,53521100,"DOUGHNUT, RAISED OR YEAST, CHOC, W/ CHOC ICING"
DRDIFDCD,53521110,"DOUGHNUT, RAISED / YEAST"
DRDIFDCD,53521120,"DOUGHNUT, RAISED OR YEAST, CHOCOLATE"
DRDIFDCD,53521130,"DOUGHNUT, RAISED OR YEAST, CHOCOLATE COVERED"
DRDIFDCD,53521140,"DOUGHNUT, JELLY"
DRDIFDCD,53521210,"DOUGHNUT, CUSTARD-FILLED"
DRDIFDCD,53521220,"DOUGHNUT, CHOCOLATE CREAM-FILLED"
DRDIFDCD,53521230,"DOUGHNUT, CUSTARD-FILLED, WITH ICING"
DRDIFDCD,53521250,"DOUGHNUT, WHEAT"
DRDIFDCD,53530000,BREAKFAST TART
DRDIFDCD,53530010,"BREAKFAST TART, LOWFAT"
DRDIFDCD,53540000,"BREAKFAST BAR, NFS"
DRDIFDCD,53540100,"BREAKFAST BAR, CAKE-LIKE"
DRDIFDCD,53540200,"BREAKFAST BAR, CEREAL CRUST W/ FRUIT FILLING, LOWFAT"
DRDIFDCD,53540250,"BREAKFAST BAR, CEREAL CRUST W/ FRUIT FILLING, FAT FREE"
DRDIFDCD,53540500,"BREAKFAST BAR, DATE, W/ YOGURT COATING"
DRDIFDCD,53541100,"BREAKFAST BAR, DIET MEAL TYPE"
DRDIFDCD,53541200,MEAL REPLACEMENT BAR (INCL SLIM FAST BAR)
DRDIFDCD,53542100,"GRANOLA BAR W/ OATS, SUGAR, RAISINS, COCONUT"
DRDIFDCD,53542200,"GRANOLA BAR, OATS, FRUIT, NUTS, LOWFAT"
DRDIFDCD,53542210,"GRANOLA BAR, NONFAT"
DRDIFDCD,53544200,"GRANOLA BAR, CHOCOLATE-COATED"
DRDIFDCD,53544220,"GRANOLA BAR W/ NUTS, CHOCOLATE-COATED"
DRDIFDCD,53544250,"GRANOLA BAR, COATED W/ NONCHOCOLATE COATING"
DRDIFDCD,53544450,POWERBAR (FORTIFIED HIGH ENERGY BAR)
DRDIFDCD,53610000,"COFFEE CAKE, NFS"
DRDIFDCD,53610100,"COFFEE CAKE, CRUMB OR QUICK-BREAD TYPE"
DRDIFDCD,53610150,"COFFEE CAKE, CRUMB / QUICK BREAD TYPE W/ ICING"
DRDIFDCD,53610170,"COFFEE CAKE, CRUMB OR QUICK-BREAD TYPE, W/ FRUIT"
DRDIFDCD,53610200,"COFFEECAKE, CRUMB OR QUICK-BREAD TYPE, CHEESE FILLD"
DRDIFDCD,53610250,"COFFEE CAKE, QUICK-BREAD TYPE, CUSTARD FILLED"
DRDIFDCD,54001000,"CRACKER, NS AS TO SWEET/NONSWEET (INCL CRACKER,NFS)"
DRDIFDCD,54101010,"CRACKER, ANIMAL (INCL ARROWROOT COOKIE)"
DRDIFDCD,54102010,"CRACKERS, GRAHAM"
DRDIFDCD,54102020,"CRACKERS, GRAHAM, CHOCOLATE COVERED"
DRDIFDCD,54102030,"CRACKERS, GRAHAM, SUGAR-HONEY COATED, CINNAMON CRIS"
DRDIFDCD,54102050,"CRACKERS, OATMEAL"
DRDIFDCD,54102060,"CRACKERS, CUBAN"
DRDIFDCD,54102090,"CRACKER, GRAHAM, HIGHER FAT"
DRDIFDCD,54102100,"CRACKERS, GRAHAM, LOWFAT"
DRDIFDCD,54102200,"CRACKERS, GRAHAM, SANDWICH-TYPE, WITH FILLING"
DRDIFDCD,54202010,"CRACKERS, SALTINE, LOW SODIUM"
DRDIFDCD,54202050,"CRACKERS, SALTINE, FAT FREE, LOW SODIUM"
DRDIFDCD,54204010,"CRACKER, 100% WHOLE WHEAT,LO SODIUM"
DRDIFDCD,54205010,"CRACKER, SNACK, LOW SODIUM"
DRDIFDCD,54205100,"CRACKER, SNACK, LOWFAT, LOW SODIUM"
DRDIFDCD,54301000,"CRACKER, SNACK"
DRDIFDCD,54301100,"CRACKER, SNACK, REDUCED FAT"
DRDIFDCD,54301200,"CRACKER, SNACK, FAT FREE"
DRDIFDCD,54304000,"CRACKERS, CHEESE"
DRDIFDCD,54304100,"CRACKER, CHEESE, REDUCED FAT"
DRDIFDCD,54305000,"CRISPBREAD, WHEAT, NO ADDED FAT"
DRDIFDCD,54305500,"CRISPBREAD,WHEAT / RYE, EXTRA CRISPY"
DRDIFDCD,54307000,"CRACKERS, MATZO"
DRDIFDCD,54309000,"CRACKERS, OAT BRAN (INCLUDE NABISCO OAT THINS)"
DRDIFDCD,54313000,"CRACKERS, OYSTER"
DRDIFDCD,54318500,"RICE CAKE, CRACKER-TYPE"
DRDIFDCD,54319000,"CRACKERS, RICE"
DRDIFDCD,54319010,PUFFED RICE CAKE
DRDIFDCD,54319020,POPCORN CAKE (INCL PUFFED CORN & RICE CAKE)
DRDIFDCD,54322000,"CRISPBREAD, RYE, NO ADDED FAT"
DRDIFDCD,54325000,"CRACKERS, SALTINES"
DRDIFDCD,54325050,"CRACKERS, SALTINE, WHOLE WHEAT"
DRDIFDCD,54328000,"CRACKER, SANDWICH-TYPE, NFS"
DRDIFDCD,54328100,"CRACKER,SANDWICH-TYPE,PEANUT BUTTER FILLED"
DRDIFDCD,54328200,"CRACKER,SANDWICH-TYPE, CHEESE-FILLED"
DRDIFDCD,54334000,"CRACKERS, TOAST THINS"
DRDIFDCD,54336000,"CRACKER, WATER BISCUIT"
DRDIFDCD,54337000,"CRACKER, 100% WHOLE WHEAT"
DRDIFDCD,54337050,"CRACKER, 100% WHOLE WHEAT, REDUCED FAT"
DRDIFDCD,54338000,"CRACKERS, WHEAT"
DRDIFDCD,54338100,"CRACKERS, WHEAT, REDUCED FAT"
DRDIFDCD,54350000,"CRACKERS, BABY FOOD"
DRDIFDCD,54401010,"SALTY SNACKS, CORN / CORNMEAL BASE, NUT /NUG, TSTD"
DRDIFDCD,54401020,"SALTY SNACKS, CORN OR CORNMEAL, CORN CHIPS, CHEESE"
DRDIFDCD,54401050,"SALTY SNACKS, CORN OR CORNMEAL, CORN PUFFS, TWISTS"
DRDIFDCD,54401080,"SALTY SNACKS, CORN OR CORNMEAL, TORTILLA CHIPS"
DRDIFDCD,54401090,"SALTY SNACKS, CORN/CORN-CHEESE CHIPS, UNSALTED"
DRDIFDCD,54401100,"SALTY SNACKS,CORN / CORNMEAL BASE,TORTILLA CHIPS LT"
DRDIFDCD,54401120,"SALTY SNACKS, TORTILLA CHIPS, FAT FREE, W/ OLEAN"
DRDIFDCD,54401150,"SALTY SNACKS,CORN/CORNMEAL BASE,TORTILLA,LOWFAT,BKD"
DRDIFDCD,54401170,"SALTY SNACKS,CORN/CORNMEAL,TORTILLA,LOWFAT,BKD,NO SALT"
DRDIFDCD,54401210,"SALTY SNACKS, CORN BASED/CHEESE PUFFS & TWISTS, LOWFAT"
DRDIFDCD,54402200,"SALTY SNACK MIXTURE,MOSTLY CORN,W/PRETZELS,W/O NUTS"
DRDIFDCD,54402600,"SALTY SNACKS, MULTIGRAIN CHIPS"
DRDIFDCD,54403000,"POPCORN, POPPED IN OIL, UNBUTTERED"
DRDIFDCD,54403010,"POPCORN, AIR-POPPED (NO BUTTER OR OIL ADDED)"
DRDIFDCD,54403020,"POPCORN, POPPED IN OIL, BUTTERED"
DRDIFDCD,54403030,"POPCORN, W/ CHEESE"
DRDIFDCD,54403040,"POPCORN, AIR-POPPED, BUTTERED"
DRDIFDCD,54403050,"POPCORN, FLAVORED (CHEESE, BBQ, SOUR CREAM, ONION)"
DRDIFDCD,54403060,"POPCORN, POPPED IN OIL, LOWFAT, LOW SODIUM"
DRDIFDCD,54403070,"POPCORN, POPPED IN OIL, LOWFAT"
DRDIFDCD,54403110,"POPCORN, SUGAR SYRUP OR CARAMEL COATED"
DRDIFDCD,54403120,"POPCORN, SUGAR SYRUP OR CARAMEL COATED, W/ NUTS"
DRDIFDCD,54406010,ONION-FLAVORED RINGS (INCL FUNYUNS)
DRDIFDCD,54408000,"PRETZELS, NFS"
DRDIFDCD,54408010,"PRETZELS, HARD"
DRDIFDCD,54408020,"PRETZELS, SOFT"
DRDIFDCD,54408030,"PRETZELS, HARD, UNSALTED"
DRDIFDCD,54408100,"PRETZEL, BABY FOOD"
DRDIFDCD,54408200,"PRETZEL, HARD, CHOCOLATE COATED"
DRDIFDCD,54408250,"PRETZEL, YOGURT COVERED"
DRDIFDCD,54408300,"PRETZELS, CHEESE-FILLED (INCL COMBOS)"
DRDIFDCD,54420010,"MULTIGRAIN MIXTURE, PRETZELS, CEREAL &/ CRACKERS,NUTS"
DRDIFDCD,54420200,"MULTIGRAIN MIX, BREAD STICKS, SESAME NUGGETS, PRETZ"
DRDIFDCD,54440010,BAGEL CHIP
DRDIFDCD,55101000,"PANCAKES, PLAIN (INCLUDE PANCAKES, NFS)"
DRDIFDCD,55101010,"PANCAKES, REDUCED CALORIE, HIGH FIBER"
DRDIFDCD,55103000,"PANCAKES, W/ FRUIT (INCLUDE BLUEBERRY PANCAKES)"
DRDIFDCD,55103100,PANCAKES W/ CHOC CHIPS
DRDIFDCD,55105000,"PANCAKES, BUCKWHEAT"
DRDIFDCD,55105100,"PANCAKES, CORNMEAL"
DRDIFDCD,55105200,"PANCAKES, WHOLE WHEAT"
DRDIFDCD,55201000,"WAFFLE, PLAIN"
DRDIFDCD,55202000,"WAFFLE, WHEAT, BRAN, OR MULTIGRAIN"
DRDIFDCD,55203000,"WAFFLE, FRUIT"
DRDIFDCD,55205000,"WAFFLE, 100% WHOLE WHEAT OR 100% WHOLE GRAIN"
DRDIFDCD,55206000,"WAFFLE, OAT BRAN"
DRDIFDCD,55207000,"WAFFLE, MULTI-BRAN (INCLUDE EGGO NUTRIGRAIN)"
DRDIFDCD,55211000,"WAFFLE, PLAIN, FAT FREE"
DRDIFDCD,55211050,"WAFFLE, PLAIN, LOWFAT"
DRDIFDCD,55301000,"FRENCH TOAST, PLAIN (INCLUDE ROMAN MEAL)"
DRDIFDCD,55301050,"FRENCH TOAST STICKS, PLAIN"
DRDIFDCD,55401000,"CREPE, PLAIN (INCLUDE FRENCH PANCAKE)"
DRDIFDCD,55501000,FLOUR & WATER PATTY (INCLUDE CHINESE PANCAKE)
DRDIFDCD,55502000,FLOUR AND WATER GRAVY
DRDIFDCD,55801000,FUNNEL CAKE
DRDIFDCD,56101000,"MACARONI, COOKED, NS AS TO ADDED FAT"
DRDIFDCD,56101010,"MACARONI, COOKED, NO FAT ADDED"
DRDIFDCD,56101030,"MACARONI, COOKED, FAT ADDED"
DRDIFDCD,56102010,"MACARONI, WHOLE WHEAT, NO FAT ADDED"
DRDIFDCD,56104010,"MACARONI,COOKED,VEGETABLE,FAT NOT ADDED IN COOKING"
DRDIFDCD,56104020,"MACARONI,COOKED,VEGETABLE, FAT ADDED IN COOKING"
DRDIFDCD,56112000,"NOODLES, COOKED, NS AS TO ADDED FAT"
DRDIFDCD,56112010,"NOODLES, COOKED, NO FAT ADDED"
DRDIFDCD,56112030,"NOODLES, COOKED, FAT ADDED"
DRDIFDCD,56114000,"NOODLES, SPINACH, COOKED, NO FAT ADDED"
DRDIFDCD,56114020,"NOODLES, COOKED, SPINACH, FAT ADDED"
DRDIFDCD,56116000,"NOODLES, CHOW MEIN"
DRDIFDCD,56116990,"LONG RICE NOODLES(FROM MUNG BEANS),CKD,NS FAT ADDed"
DRDIFDCD,56117000,"LONG RICE NOODLES, COOKED, NO FAT ADDED"
DRDIFDCD,56117010,"LONG RICE NOODLES, COOKED, FAT ADDED"
DRDIFDCD,56117100,"CHOW FUN RICE NOODLES, COOKED, NO FAT ADDED"
DRDIFDCD,56117110,"CHOW FUN RICE NOODLES, COOKED, FAT ADDED"
DRDIFDCD,56130000,"SPAGHETTI, COOKED, NS AS TO ADDED FAT"
DRDIFDCD,56130010,"SPAGHETTI, COOKED, NO FAT ADDED"
DRDIFDCD,56131000,"SPAGHETTI, COOKED, FAT ADDED"
DRDIFDCD,56133000,"SPAGHETTI, COOKED, WHOLE WHEAT, NO FAT ADDED"
DRDIFDCD,56200300,"CEREAL, COOKED, NFS"
DRDIFDCD,56200990,"GRITS CKD CORN / HOMINY, NS TYPE, NS FAT ADDED"
DRDIFDCD,56201000,"GRITS, CORN OR HOMINY, NFS, NO FAT ADDED"
DRDIFDCD,56201010,"GRITS, CKD, CORN/HOMINY, REGULAR, NO FAT"
DRDIFDCD,56201020,"GRITS, COOKED, CORN/HOMINY, REGULAR, FAT ADDED"
DRDIFDCD,56201030,"GRITS, COOKED, CORN/HOMINY, REGULAR, NS AS TO FAT"
DRDIFDCD,56201040,"GRITS, COOKED, CORN/HOMINY, FAT ADDED"
DRDIFDCD,56201060,"GRITS,CKD,CORN/HOMINY,W/CHEESE,NS TYPE,NS FAT ADDED"
DRDIFDCD,56201072,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT ADDED"
DRDIFDCD,56201092,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,INSTANT,FAT ADDED"
DRDIFDCD,56201110,"GRITS, COOKED, CORN/HOMINY, QUICK, NO FAT ADDED"
DRDIFDCD,56201120,"GRITS, COOKED, CORN/HOMINY, QUICK, FAT ADDED"
DRDIFDCD,56201210,"GRITS, COOKED, CORN/HOMINY, INSTANT, NO FAT ADDED"
DRDIFDCD,56201220,"GRITS, CORN/HOMINY, INSTANT, FAT ADDED"
DRDIFDCD,56201510,"CORNMEAL MUSH, MADE W/ WATER"
DRDIFDCD,56201520,"CORNMEAL MUSH, FRIED"
DRDIFDCD,56201530,"CORNMEAL MUSH, MADE W/ MILK"
DRDIFDCD,56201550,CORNMEAL DUMPLINGS
DRDIFDCD,56201600,"CORNMEAL, LIME-TREATED, COOKED"
DRDIFDCD,56201700,"CORNSTARCH W/ MILK, EATEN AS CEREAL"
DRDIFDCD,56201750,"CORNSTARCH, DRY"
DRDIFDCD,56202960,"OATMEAL,COOKED,NS AS TO REG,QUICK/INST,NS TO FAT"
DRDIFDCD,56202970,"OATMEAL, COOKED, QUICK, NS TO FAT ADDED"
DRDIFDCD,56202980,"OATMEAL, COOKED, REG, NS TO FAT ADDED"
DRDIFDCD,56203000,"OATMEAL, COOKED, NFS, NO FAT ADDED"
DRDIFDCD,56203010,"OATMEAL, COOKED, REGULAR, NO FAT ADDED"
DRDIFDCD,56203020,"OATMEAL,  COOKED, QUICK, NO FAT ADDED"
DRDIFDCD,56203030,"OATMEAL, COOKED, INSTANT, NO FAT ADDED IN COOKING"
DRDIFDCD,56203050,"OATMEAL, REGULAR, FAT ADDED IN COOKING"
DRDIFDCD,56203060,"OATMEAL, QUICK, FAT ADDED IN COOKING"
DRDIFDCD,56203070,"OATMEAL, INSTANT, FAT ADDED"
DRDIFDCD,56203080,"OATMEAL, INSTANT, NS AS TO ADDED FAT"
DRDIFDCD,56203090,"OATMEAL, FORTIFIED, INSTANT, NO FAT ADDED"
DRDIFDCD,56203100,"OATMEAL, FORTIFIED, INSTANT, FAT ADDED"
DRDIFDCD,56203200,"OATMEAL, W/ FRUIT, COOKED"
DRDIFDCD,56203210,"OATMEAL, NS TYPE, MADE W/ MILK, NO FAT ADDED"
DRDIFDCD,56203220,"OATMEAL, NS TYPE, MADE W/ MILK, FAT ADDED"
DRDIFDCD,56203540,"OATMEAL, W/ EVAPORATED MILK & SUGAR, P.R. STYLE"
DRDIFDCD,56204980,"RICE,WHITE,COOKED,CONVERTED,NS TO FAT ADDED"
DRDIFDCD,56204990,"RICE,WHITE,COOKED, REG, NS AS TO FAT ADDED"
DRDIFDCD,56205000,"RICE, COOKED, NS AS TO TYPE"
DRDIFDCD,56205010,"RICE, WHITE, COOKED, REGULAR, NO FAT ADD IN COOKING"
DRDIFDCD,56205020,"RICE,WHITE,CKD,INST,NS TO FAT ADDED IN COOKING"
DRDIFDCD,56205030,"RICE, WHITE, COOKED, INST,NO FAT ADDED IN COOKING"
DRDIFDCD,56205040,"RICE,WHITE,COOKED, CONVERTED,FAT NOT ADDED IN COOK"
DRDIFDCD,56205060,"RICE, COOKED, W/ MILK"
DRDIFDCD,56205080,"RICE, CREAMED, W/ MILK & SUGAR, PUERTO RICAN"
DRDIFDCD,56205110,"RICE, BROWN, COOKED, REGULAR, NO FAT ADDED"
DRDIFDCD,56205120,"RICE, BROWN, COOKED, REGULAR, NS FAT ADDED"
DRDIFDCD,56205130,"YELLOW RICE,COOKED,REGULAR,NS AS TO FAT ADD IN COOK"
DRDIFDCD,56205150,"YELLOW RICE,COOKED,REGULAR,FAT NOT ADDED IN COOKING"
DRDIFDCD,56205170,"YELLOW RICE,COOKED,REGULAR, FAT ADDED IN COOKING"
DRDIFDCD,56205190,"RICE, WHITE, COOKED, GLUTINOUS (INCL STICKY RICE)"
DRDIFDCD,56205200,"RICE, FRZ DES,NONDAIRY,NOT CHOC (INCL RICE DREAM)"
DRDIFDCD,56205210,"RICE, WILD, 100%, COOKED, NO FAT ADDED"
DRDIFDCD,56205300,"RICE, WHITE & WILD, COOKED, NO FAT ADDED"
DRDIFDCD,56205320,"RICE, WHITE & WILD, FAT ADDED"
DRDIFDCD,56205340,"RICE, BROWN & WILD, FAT ADDED"
DRDIFDCD,56205400,"RICE, COOKED, NS AS TO TYPE, FAT ADDED IN COOKING"
DRDIFDCD,56205410,"RICE, WHITE, COOKED W/ (FAT) OIL, PUERTO RICAN STYLE"
DRDIFDCD,56205420,"RICE, WHITE, COOKED, REGULAR, FAT ADDED IN COOKING"
DRDIFDCD,56205430,"RICE, WHITE, COOKED, INSTANT, FAT ADDED IN COOKING"
DRDIFDCD,56205440,"RICE, WHITE, COOKED, CONVERTED, FAT ADDED"
DRDIFDCD,56205510,"RICE, BROWN, COOKED, REGULAR, FAT ADDED IN COOKING"
DRDIFDCD,56205540,"RICE, BROWN, COOKED, INSTANT, FAT NOT ADDED"
DRDIFDCD,56205550,"RICE, BROWN, COOKED, INSTANT, FAT ADDED"
DRDIFDCD,56206970,"WHEAT, CREAM OF,COOKED,QUICK,NS AS TO ADDED FAT"
DRDIFDCD,56207010,"WHEAT, CREAM OF, COOKED, REGULAR, NO FAT ADDED"
DRDIFDCD,56207020,"WHEAT, CREAM OF, COOKED, QUICK, NO FAT ADDED"
DRDIFDCD,56207030,"WHEAT, CREAM OF, COOKED, INSTANT, NO FAT ADDED"
DRDIFDCD,56207060,"WHEAT, CREAM OF, INSTANT, COOKED, FAT ADDED"
DRDIFDCD,56207080,"WHEAT, CREAM OF,COOKED,NS AS TO REG,QUICK, OR INST"
DRDIFDCD,56207110,"BULGUR, COOKED OR CANNED, NO FAT ADDED"
DRDIFDCD,56207130,"BULGUR, COOKED OR CANNED, NS AS TO ADDED FAT"
DRDIFDCD,56207160,"COUSCOUS, PLAIN, COOKED, NS AS TO ADDED FAT"
DRDIFDCD,56207180,"COUSCOUS, PLAIN, COOKED, FAT ADDED IN COOKING"
DRDIFDCD,56207190,"WHOLE WHEAT CEREAL, COOKED, NS AS TO ADDED FAT"
DRDIFDCD,56207200,"WHOLE WHEAT CEREAL, COOKED, NO FAT ADDED"
DRDIFDCD,56207220,"WHEAT, CREAM OF, COOKED, REGULAR, FAT ADDED"
DRDIFDCD,56207230,"WHEAT, CREAM OF, COOKED,QUICK,FAT ADDED IN COOKING"
DRDIFDCD,56207300,"WHOLE WHEAT CEREAL, W/ BARLEY, COOKED, NO FAT ADDED"
DRDIFDCD,56207360,"WHEAT CEREAL, CHOC FLAVORED, COOKED, NO FAT ADDED"
DRDIFDCD,56208500,"OAT BRAN CEREAL, COOKED, NO FAT ADDED"
DRDIFDCD,56208530,"OAT BRAN CEREAL, MADE W/ MILK, NO FAT ADDED"
DRDIFDCD,57000000,"CEREAL, NFS"
DRDIFDCD,57000050,"KASHI CEREAL, NS AS TO READY-TO-EAT OR COOKED"
DRDIFDCD,57000100,"OAT CEREAL, NFS"
DRDIFDCD,57100100,"CEREAL, READY-TO-EAT, NFS"
DRDIFDCD,57101000,ALL-BRAN CEREAL
DRDIFDCD,57101020,ALL BRAN CEREAL W/ EXTRA FIBER
DRDIFDCD,57101500,ALMOND DELIGHT CEREAL
DRDIFDCD,57103000,ALPHA-BITS CEREAL
DRDIFDCD,57103050,AMARANTH FLAKES CEREAL
DRDIFDCD,57103100,APPLE CINNAMON CHEERIOS
DRDIFDCD,57103400,APPLE CINNAMON OH'S CEREAL
DRDIFDCD,57104000,APPLE JACKS CEREAL
DRDIFDCD,57106100,BASIC 4 (RTE CEREAL)
DRDIFDCD,57106530,"BLUEBERRY MORNING, POST"
DRDIFDCD,57107000,BOOBERRY CEREAL
DRDIFDCD,57110000,"ALL-BRAN BRAN BUDS CEREAL, KELLOGG'S (FORMERLY BRAN BUDS)"
DRDIFDCD,57117000,CAP'N CRUNCH CEREAL
DRDIFDCD,57119000,CAP'N CRUNCH'S CRUNCH BERRIES CEREAL
DRDIFDCD,57120000,CAP'N CRUNCH'S PEANUT BUTTER CRUNCH CEREAL
DRDIFDCD,57123000,CHEERIOS
DRDIFDCD,57124000,"CHEX CEREAL, NFS"
DRDIFDCD,57124200,CHOCOLATE FLAVORED FROSTED PUFFED CORN CEREAL
DRDIFDCD,57125000,CINNAMON TOAST CRUNCH CEREAL
DRDIFDCD,57125900,HONEY NUT CLUSTERS CEREAL
DRDIFDCD,57126000,COCOA KRISPIES CEREAL
DRDIFDCD,57127000,COCOA PEBBLES CEREAL
DRDIFDCD,57128000,COCOA PUFFS CEREAL
DRDIFDCD,57130000,COOKIE-CRISP CEREAL (INCLUDE ALL FLAVORS)
DRDIFDCD,57131000,"CRUNCHY CORN BRAN CEREAL, QUAKER"
DRDIFDCD,57132000,CORN CHEX CEREAL
DRDIFDCD,57134000,"CORN FLAKES, NFS (INCLUDE STORE BRANDS)"
DRDIFDCD,57135000,"CORN FLAKES, KELLOGG"
DRDIFDCD,57137000,CORN PUFFS CEREAL
DRDIFDCD,57138000,TOTAL CORN FLAKES
DRDIFDCD,57143000,CRACKLIN' OAT BRAN CEREAL
DRDIFDCD,57148000,CRISPIX CEREAL
DRDIFDCD,57206700,FIBER ONE CEREAL
DRDIFDCD,57207000,"BRAN FLAKES CEREAL, NFS (FORMERLY 40% BRAN FLAKES, NFS)"
DRDIFDCD,57208000,"COMPLETE WHEAT BRAN FLAKES, KELLOGG'S (FORM.40% BRAN FLAKES)"
DRDIFDCD,57209000,"NATURAL BRAN FLAKES CEREAL, POST"
DRDIFDCD,57212100,"FRENCH TOAST CRUNCH CEREAL, GENERAL MILLS"
DRDIFDCD,57213000,FROOT LOOPS CEREAL
DRDIFDCD,57213800,"FROSTED BRAN,KELLOGG'S"
DRDIFDCD,57213850,FROSTED CHEERIOS CEREAL
DRDIFDCD,57214000,FROSTED MINI-WHEATS CEREAL (INCL ALL FLAVORS)
DRDIFDCD,57214100,FROSTED WHEAT BITES
DRDIFDCD,57221700,"FRUIT RINGS, NFS (INCLUDE STORE BRANDS)"
DRDIFDCD,57221800,FRUIT WHIRLS CEREAL
DRDIFDCD,57223000,FRUITY PEBBLES CEREAL
DRDIFDCD,57224000,GOLDEN GRAHAMS CEREAL
DRDIFDCD,57227000,"GRANOLA, NFS"
DRDIFDCD,57228000,"GRANOLA, HOMEMADE"
DRDIFDCD,57229000,"GRANOLA, LOWFAT, KELLOGG'S"
DRDIFDCD,57229500,"GRANOLA W/ RAISINS, LOWFAT, KELLOGG'S"
DRDIFDCD,57230000,GRAPE-NUTS CEREAL
DRDIFDCD,57231000,GRAPE-NUT FLAKES
DRDIFDCD,57231200,"GREAT GRAINS, RAISIN, DATE, & PECAN,WHOLE GRAIN CEREAL, POST"
DRDIFDCD,57231250,"GREAT GRAINS DOUBLE PECAN WHOLE GRAIN CEREAL, POST"
DRDIFDCD,57232120,"HEALTHY CHOICE MULTI-GRAIN FLAKES CEREAL, KELLOGG'S"
DRDIFDCD,57237100,HONEY BUNCHES OF OATS CEREAL
DRDIFDCD,57237300,"HONEY BUNCHES OF OATS W/ ALMONDS, POST"
DRDIFDCD,57238000,"HONEYCOMB CEREAL, PLAIN"
DRDIFDCD,57239100,"HONEY CRUNCH CORN FLAKES CEREAL, KELLOGG'S"
DRDIFDCD,57240100,HONEY NUT CHEX CEREAL
DRDIFDCD,57241000,HONEY NUT CHEERIOS
DRDIFDCD,57241200,"HONEY NUT SHREDDED WHEAT CEREAL, POST"
DRDIFDCD,57243000,HONEY SMACKS CEREAL
DRDIFDCD,57244000,JUST RIGHT CEREAL
DRDIFDCD,57301100,KABOOM CEREAL
DRDIFDCD,57301500,"KASHI, PUFFED"
DRDIFDCD,57302100,KING VITAMAN CEREAL
DRDIFDCD,57303100,KIX CEREAL
DRDIFDCD,57304100,LIFE CEREAL (PLAIN & CINNAMON)
DRDIFDCD,57305100,LUCKY CHARMS CEREAL
DRDIFDCD,57305150,FROSTED OAT CEREAL W/ MARSHMALLOWS
DRDIFDCD,57305170,MALT-O-MEAL COCO-ROOS CEREAL
DRDIFDCD,57306500,MALT-O-MEAL GOLDEN PUFFS CEREAL (FORMERLY SUGAR PUFFS)
DRDIFDCD,57306800,MALT-O-MEAL TOOTIE FRUITIES (RTE CEREAL)
DRDIFDCD,57307100,FRUITY MARSHMALLOW KRISPIES CEREAL
DRDIFDCD,57307150,"MARSHMALLOW SAFARI CEREAL, QUAKER"
DRDIFDCD,57307550,MINI BUNS CEREAL (CINNAMON)
DRDIFDCD,57308150,"MUESLIX CEREAL, NFS"
DRDIFDCD,57308400,MULTI GRAIN CHEERIOS
DRDIFDCD,57309100,"NATURE VALLEY GRANOLA, W/ FRUIT & NUTS"
DRDIFDCD,57311800,NUT AND HONEY CRUNCH FLAKED CEREAL
DRDIFDCD,57315000,NUTRI-GRAIN GOLDEN WHEAT CEREAL (FORMERLY NUTRI-GRAIN WHEAT)
DRDIFDCD,57316100,NUTRI-GRAIN ALMOND RAISIN CEREAL
DRDIFDCD,57316300,"OAT BRAN FLAKES, HEALTH VALLEY"
DRDIFDCD,57316410,APPLE CINNAMON OATMEAL CRISP CEREAL (OATMEAL CRISP W/ APPLES
DRDIFDCD,57316450,OATMEAL CRISP W/ ALMONDS CEREAL
DRDIFDCD,57316500,OATMEAL RAISIN CRISP CEREAL
DRDIFDCD,57316710,"OH'S, HONEY GRAHAM CEREAL"
DRDIFDCD,57317200,"OAT FLAKES CEREAL, POST"
